id,name,title,cites,year,lastUpdated
bO8me80AAAAJ,Andy Adler,I. index nominum,0,2002,2020-10-15
bO8me80AAAAJ,Andy Adler,Author Ind,0,2002,2020-10-15
bO8me80AAAAJ,Andy Adler,Experiment in course development at NYU.,0,2000,2020-10-15
bO8me80AAAAJ,Andy Adler,Copyright (c) 2000 Bell & Howell Information and Learning Company Copyright (c) Heldref Publications,0,2000,2020-10-15
bO8me80AAAAJ,Andy Adler,"Subtle, secret female chimpanzees",0,1999,2020-10-15
bO8me80AAAAJ,Andy Adler,"Axelrod, R, 301 Ban, PL, 245 Bandstra, ES, 40 Bandura, A., 240 Barrett, ME, 37",0,1999,2020-10-15
bO8me80AAAAJ,Andy Adler,Reference pages are italicised. Entries of contributors' chapters are in bold.,0,1999,2020-10-15
bO8me80AAAAJ,Andy Adler,Aggression and withdrawal as social schémas underlying children’s peer perceptions,0,1997,2020-10-15
bO8me80AAAAJ,Andy Adler,"Berlin, I. 78 Bernstein, RJ 52",0,1996,2020-10-15
bO8me80AAAAJ,Andy Adler,Collective Bibliography,0,1994,2020-10-15
bO8me80AAAAJ,Andy Adler,IMAGE RECONSTRUCTION IN ELECTRICAL IMPEDANCE TOMOGRAPHY: ANeural NETWORK APPROACH,0,1993,2020-10-15
bO8me80AAAAJ,Andy Adler,"Social movement organizations: growth, decay and change.",0,1993,2020-10-15
bO8me80AAAAJ,Andy Adler,SENSITIVITY OF EXERCISE ELECTROCARDIOGRAPHY FOR ACTIVITY-RELATED ACUTE CARDIAC EVENTS,0,1987,2020-10-15
bO8me80AAAAJ,Andy Adler,"The abused child, II: A typology for classification and treatment",0,1987,2020-10-15
bO8me80AAAAJ,Andy Adler,List of Referees 1970-Present,0,1980,2020-10-15
bO8me80AAAAJ,Andy Adler,Evolutionary study in the annual species of Cicer. 1.[Study in Israel],0,1977,2020-10-15
bO8me80AAAAJ,Andy Adler,AUTOREN-VERZEICHNIS [Abkürzungen: siehe= s.],0,1956,2020-10-15
bO8me80AAAAJ,Andy Adler,Obituary of Alfred Adler,0,1939,2020-10-15
bO8me80AAAAJ,Andy Adler,La Parodia nella commedia greca anticaGregory of Nyssa: Encomium on BasilEos. XXXPsychology Ancient and ModernSelections from the Attic OratorsArrianus. II. Scripta …,0,1928,2020-10-15
bO8me80AAAAJ,Andy Adler,The importance of shape,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"Din punctul de vedere criminologic, reci-divismul reprezentă una dintre caracteristi-cile fundamentale ale fenomenului crimina-lităĠii, în societatea contemporană. Analiza …",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"Allgemeine Erkenntnislehre (Von Schlick), 178 Amis, Kingsley William, 476 Anselm of Canterbury, 262, 314, 355 Arendt, Hannah, 391",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Acknowledgement to Reviewers of Journal of Imaging in 2019,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Unsupervised localization of heart and lung Unsupervised localization of heart and lung region in EIT images: a validation study,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,EIT image reconstruction with L1 data and image norms,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Electrode Models under Shape Deformation,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Thoracic EIT in 3D–experiences and recommendations,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Evaluation of Liveness or Anti-spoofing in Biometric Systems,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Software to automate functional analysis of reconstructed EIT data,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Numbers cited are abstract numbers,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,EIDORS Version 3.10,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,IV. LITERATURUBERSICHT.--REFERATE.--ZEIT-SCHRIFTENUBERSICHT.,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Namensverzeichnis 2002 VII,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Distribution of Pulmonary Pulse Arrival in the Healthy Human Lung,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"Banny, Claudia 583 Barach-Rappaport, Karl Sigmund 269, 270 Barany, George 106 Baravalle, Hermann 322",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Das nachstehende Verzeichnis will im Grunde der Auffindung des in diesem Band angef3hrten einschlagigen Schrifttums dienen. In ihm ist demnach nicht jeder wie immer vorkommende …,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,EIT imaging with l1 data and image norms,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,AUTHOR DISCLOSURES INDEX,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Membership roster,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"El-Shenawee, M. Eldaly, A. Erdmann, A. Ertin, E. Eyuboglu, M.",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Index Nominum,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"Bavister, BD 299 Beard, AP 217 Becker, F. 243 Beckers, JF 165,204, 338 Bell, JC 172",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Accelerating Space-Time Reconstructions,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,WiMic: Recovering sound with wireless signals,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Discontinuities detection in low permeability rocks using electrical resistivity imaging,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Electrical impedance tomography Id: 160604-215 MODELLING WITH 2.5 D APPROXIMATIONS,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Using EIT to determine the role of gestational age on lung volume response during aeration at birth–A feasibility study,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Single-Artist Exhibition Catalogues,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,IID2008 Author Index,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"Accounting for erroneous electrode data in Electrical Impedance Tomography or, Salvaging EIT Data",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Lung EIT: Should we reconstruct resistivity or conductivity?,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,FOCUSING ELECTRICAL CURRENT AT DEPTH,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Low Quality Images are Less Informative,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Automatic Face Recognition System Architecture for CVEs,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Finite element meshes with electrode refinement in EIDORS,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,ONLINE SUPPLEMENT 2,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Asymmetries in EIT Lung Images,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Bayesian Hierarchical Modelling of Clustered Cerebral BOLD Images,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Challenges of Prolonged Continuous Monitoring of Mechanically Ventilated Pediatric Patients Using EIT,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Towards a Test Standard for Conducted Energy Weapons,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,2015 Index IEEE Transactions on Automation Science and Engineering Vol. 12,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Toward a Test Protocol for Conducted Energy Weapons,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Exploring Cerebrovascular Dynamics in the Human Brain,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,NON-INVASIVE STROKE VOLUME ESTIMATION VIA ELECTRICAL IMPEDANCE TOMOGRAPHY: INFLUENCE OF HEART MOTION,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Choice of reconstructed tissue properties affects interpretation of lung EIT images,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,DRAFT v. 05 A Bayesian Hierarchical Model for Exploratory Analysis of Event-Related fMRI,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Asymmetries in Electrical Impedance Tomography Lung Images,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,TellTable: An open source collaborative editing system,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"EIDORS: the past, the present and the future",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Imaging Neurovascular Impairment After Stroke: A Novel Diagnostic Method for Rehabilitation?,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Towards lung EIT image segmentation: Automatic classification of lung tissue state from analysis of EIT monitored recruitment manoeuvres,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,1 Measuring Information Content in Biometric,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Automated test system for electrical impedance tomography devices,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Impedance Imaging of Lung Ventilation: Do we need to accounting for Chest Expansion?,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Automatic classification of lung tissue state from EIT images,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Evaluating and Implementing a Practical Approach to Collaborative Editing of Office Documents Using Existing Software Tools,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Compensating for EIT image reconstruction errors due to FEM variability,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Improving Image Quality for Stroke Imaging in Magnetic Induction Tomography,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"Exploring Time Series Retrieved from Cardiac Implantable Devices for Optimizing Patient Follow-Up......................................... M. Guéguin, E. Roux, AI Hernández, F …",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,A Spline Model for Sampling of the Right Ventricle Myocardium from Cardiac PET Images Myocardium from Cardiac PET Images,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,EIT Reconstruction Using Total Variation Norms for Data and Image Terms,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Human vs. Automatic face recognition performance,0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,"Encyclopedia of Biometrics Springer Science+ Business Media, LLC 2009",0,0,2020-10-15
bO8me80AAAAJ,Andy Adler,Monitoring of lung volume in dogs with electrical impedance tomography,0,0,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Relay-based deployment concepts for wireless and mobile broadband radio,2237,2004,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,"Device-to-device communication in 5G cellular networks: challenges, solutions, and future directions",933,2014,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Multihop diversity in wireless relaying channels,825,2004,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Efficient 3-D placement of an aerial base station in next generation cellular networks,512,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,3-D placement of an unmanned aerial vehicle base station (UAV-BS) for energy-efficient maximal coverage,403,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Enhancing cell-edge performance: a downlink dynamic interference avoidance scheme with inter-cell coordination,348,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,The new frontier in RAN heterogeneity: Multi-tier drone-cells,314,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Relayer selection strategies in cellular networks with peer-to-peer relaying,308,2003,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Cooperative relaying in multi-antenna fixed relay networks,282,2007,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A new formula for the BER of binary modulations with dual-branch selection over generalized-K composite fading channels,275,2011,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Range extension without capacity penalty in cellular networks with digital fixed relays,247,2004,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the number and 3D placement of drone base stations in wireless cellular networks,229,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,"Access strategies for spectrum sharing in fading environment: overlay, underlay, and mixed",221,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,An overview of radio resource management in relay-enhanced OFDMA-based networks,214,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Threshold selection for SNR-based selective digital relaying in cooperative wireless networks,209,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,FSO-based vertical backhaul/fronthaul framework for 5G+ wireless networks,199,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the approximation of the generalized-Κ distribution by a gamma distribution for modeling composite fading channels,198,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,3-D placement of an unmanned aerial vehicle base station for maximum coverage of users with different QoS requirements,191,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Coverage enhancement through two-hop relaying in cellular radio systems,186,2002,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Fixed and mobile relaying technologies for cellular networks,164,2002,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Backhaul-aware robust 3D drone placement in 5G+ wireless networks,162,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Interference avoidance with dynamic inter-cell coordination for downlink LTE system,151,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the feasibility of wireless shadowing correlation models,148,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Fairness-aware radio resource management in downlink OFDMA cellular relay networks,144,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Opportunities and challenges in OFDMA-based cellular relay networks: A radio resource management perspective,138,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Performance of selection relaying and cooperative diversity,131,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Interference-aware energy-efficient resource allocation for OFDMA-based heterogeneous networks with incomplete channel state information,116,2014,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,HetHetNets: Heterogeneous traffic distribution in heterogeneous wireless cellular networks,111,2015,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Cell switch off technique combined with coordinated multi-point (CoMP) transmission for energy efficiency in beyond-LTE cellular networks,109,2012,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Utility-based adaptive radio resource allocation in OFDM wireless networks with traffic prioritization,106,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A theoretical characterization of the multihop wireless communications channel with diversity,99,2001,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Airborne communication networks: A survey,94,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Method and system for capacity and coverage enhancement in wireless networks with relays,85,2013,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A survey of opportunities for free space optics in next generation cellular networks,82,2011,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Optimal tradeoff between sum-rate efficiency and Jain's fairness index in resource allocation,77,2013,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Asymptotic BER analysis of threshold digital relaying schemes in cooperative wireless systems,77,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Efficient cooperative diversity schemes and radio resource allocation for IEEE 802.16 j,74,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,User association and bandwidth allocation for terrestrial and aerial base stations with backhaul considerations,70,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,"Exploring synergy between communications, caching, and computing in 5G-grade deployments",68,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the optimal number of hops in infrastructure-based fixed relay networks,68,2005,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,"Adaptive modulation, adaptive coding, and power control for fixed cellular broadband wireless systems: some new insights",65,2003,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Investigating the Gaussian convergence of the distribution of the aggregate interference power in large wireless networks,64,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,"Fast track article: Generating random graphs for the simulation of wireless ad hoc, actuator, sensor, and internet networks, Pervasive and Mobile Computing, v. 4 n. 5",61,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Optimum threshold for SNR-based selective digital relaying schemes in cooperative wireless networks,60,2007,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Robust resource allocation to enhance physical layer security in systems with full-duplex receivers: Active adversary,59,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the performance of selection relaying,59,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Strategic densification with UAV-BSs in cellular networks,58,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Efficient 3D aerial base station placement considering users mobility by reinforcement learning,54,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Interference avoidance through dynamic downlink OFDMA subchannel allocation using intercell coordination,54,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Future of ultra-dense networks beyond 5G: Harnessing heterogeneous moving cells,53,2019,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Threshold based relay selection in cooperative wireless networks,53,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Transmission power control for link-level handshaking in wireless sensor networks,51,2015,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Massive machine type communication with data aggregation and resource scheduling,48,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the impact of the primary network activity on the achievable capacity of spectrum sharing over fading channels,47,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the approximation of the generalized-K PDF by a Gamma PDF using the moment matching method,45,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Optimal tradeoff between efficiency and Jain's fairness index in resource allocation,44,2012,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Cellular multihop communications: infrastructure-based relay network architecture for 4G wireless systems,44,2004,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the capacity of cellular fixed relay networks,42,2004,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,User-in-the-loop: Spatial and temporal demand shaping for sustainable wireless networks,41,2014,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A genetic algorithm based cell switch-off scheme for energy saving in dense cell deployments,41,2012,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Outage probability of ad hoc networks with wireless information and power transfer,40,2015,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Power control and number of antenna elements in CDMA distributed antenna systems,40,1998,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,CDMA distributed antenna system for indoor wireless communications,40,1993,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Performance analysis of selection combining of signals with different modulation levels in cooperative communications,39,2011,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Cooperative connectivity models for wireless relay networks,36,2007,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Dynamic frequency hopping in cellular fixed relay networks,36,2005,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Design of non-orthogonal multiple access enhanced backscatter communication,35,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Reverse-link power control in CDMA distributed antenna systems,35,2000,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Fairness-aware joint routing and scheduling in OFDMA-based multi-cellular fixed relay networks,34,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,SINR threshold lower bound for SINR-based call admission control in CDMA networks with imperfect power control,34,2005,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Fairness enhancement of link adaptation techniques in wireless access networks,34,2003,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Is 5G ready for drones: A look into contemporary and prospective wireless networks from a standardization perspective,33,2019,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Device-to-device communication underlaying a finite cellular network region,33,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Multicell downlink OFDM subchannel allocations using dynamic intercell coordination,33,2007,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Coverage enhancement through two-hop peer-to-peer relaying in cellular radio networks,33,2002,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Environment-aware drone-base-station placements in modern metropolitans,32,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Optimal downlink resource allocation for non-real time traffic in cellular CDMA/TDMA networks,32,2006,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Fair resource allocation toward ubiquitous coverage in OFDMA-based cellular relay networks with asymmetric traffic,31,2011,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A cumulant-based characterization of the aggregate interference power in wireless networks,31,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Threshold-based relay selection for detect-and-forward relaying in cooperative wireless networks,30,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Downlink joint base-station assignment and packet scheduling algorithm for cellular CDMA/TDMA networks,29,2006,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A theoretical characterization of the multihop wireless communications channel without diversity,29,2001,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,UAV base station location optimization for next generation wireless networks: Overview and future research directions,28,2019,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,When IoT keeps people in the loop: A path towards a new global utility,28,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Inter-cell interference coordination in ofdma networks: A novel approach based on integer programming,28,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Next-generation environment-aware cellular networks: Modern green techniques and implementation challenges,27,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A novel multiobjective framework for cell switch-off in dense cellular networks,27,2014,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A fair radio resource allocation scheme for ubiquitous high-data-rate coverage in OFDMA-based cellular relay networks,27,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Multidimensional constellations for uplink SCMA systems—A comparative study,26,2019,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,WLC35-6: Relay-Assisted Spatial Multiplexing in Wireless Fixed Relay Networks,26,2006,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A very low complexity successive symbol-by-symbol sequence estimator for faster-than-Nyquist signaling,25,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Secure communication in OFDMA-based cognitive radio networks: An incentivized secondary network coexistence approach,25,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,"System and Method for Network Resource Allocation Considering User Experience, Satisfaction and Operator Interest",25,2014,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Coordinated port selection and beam steering optimization in a multi-cell distributed antenna system using semidefinite relaxation,25,2012,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,User in the loop: Mobility aware users substantially boost spectral efficiency of cellular OFDMA systems,25,2011,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Performance analysis of soft-bit maximal ratio combining in cooperative relay networks,25,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Sum-rate maximization of NOMA systems under imperfect successive interference cancellation,24,2019,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Radio resource management in OFDMA-based cellular networks enhanced with fixed and nomadic relays,24,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Limit theorem on the sum of identically distributed equally and positively correlated joint lognormals,24,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Cross-layer resource scheduling for video traffic in the downlink of OFDMA-based wireless 4G networks,24,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A simple distributed antenna processing scheme for cooperative diversity,24,2009,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Antenna combining for multi‐antenna multi‐relay channels,24,2007,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Assessment of relay based deployment concepts and detailed description of multi-hop capable RAN protocols as input for the concept group work,24,2007,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,WLC41-3: On the Performance of Cooperative Wireless Fixed Relays in Asymmetric Channels,24,2006,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,CDMA sectorized distributed antenna system,24,1998,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Moving aerial base station networks: A stochastic geometry analysis and design perspective,23,2019,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Effects of blockage in deploying mmWave drone base stations for 5G networks and beyond,23,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A set cover based algorithm for cell switch-off with different cell sorting criteria,23,2014,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A pricing based algorithm for cell switching off in green cellular networks,23,2013,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Secondary user access in LTE architecture based on a base-station-centric framework with dynamic pricing,23,2012,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the approximation of the PDF of the sum of independent generalized-K RVs by another generalized-K PDF with applications to distributed antenna systems,23,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Achievable capacity in hybrid DS-CDMA/OFDM spectrum-sharing,23,2010,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Spatial configuration of agile wireless networks with drone-BSs and user-in-the-loop,22,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Green communications by demand shaping and User-in-the-Loop tariff-based control,22,2011,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Optimal utility-based resource allocation for OFDM networks with multiple types of traffic,22,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Interference management using basestation coordination in broadband wireless access networks,22,2006,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Uplink coverage performance of an underlay drone cell for temporary events,21,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,A novel multiobjective cell switch-off framework for cellular networks,21,2016,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Limited rate feedback scheme for resource allocation in secure relay-assisted OFDMA networks,21,2015,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Diversity-and AMC (adaptive modulation and coding)-aware routing in TDMA multihop networks,21,2003,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Coverage and rate analysis for unmanned aerial vehicle base stations with LoS/NLoS propagation,20,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Diversity combining of signals with different modulation levels in cooperative relay networks,20,2008,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Underlay drone cell for temporary events: Impact of drone height and aerial channel environments,19,2018,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Optimization of discrete power and resource block allocation for achieving maximum energy efficiency in OFDMA networks,19,2017,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,User-in-the-loop for hethetnets with backhaul capacity constraints,19,2015,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Quantified user behavior in user-in-the-loop spatially and demand controlled cellular systems,19,2012,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Optimized nonuniform constellation rearrangement for cooperative relaying,19,2011,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,Outage performance of the primary service in spectrum sharing networks,18,2012,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,On the tails of the distribution of the sum of lognormals,18,2007,2020-10-15
C2iee4YAAAAJ,Halim Yanikomeroglu,CoV-based metrics for quantifying the regularity of hard-core point processes for modeling base station locations,17,2016,2020-10-15
